t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1480497074,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010124,0.044626,0.148164,0.180967,calls/second,milliseconds
1480497075,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.010023,0.044626,0.148164,0.180967,calls/second,milliseconds
1480497076,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009924,0.041058,0.145715,0.179965,calls/second,milliseconds
1480497077,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009826,0.041058,0.145715,0.179965,calls/second,milliseconds
1480497078,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009730,0.041058,0.145715,0.179965,calls/second,milliseconds
1480497079,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009636,0.041058,0.145715,0.179965,calls/second,milliseconds
1480497080,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009544,0.041058,0.145715,0.179965,calls/second,milliseconds
1480497081,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009454,0.037775,0.143306,0.178968,calls/second,milliseconds
1480497082,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009366,0.037775,0.143306,0.178968,calls/second,milliseconds
1480497083,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009279,0.037775,0.143306,0.178968,calls/second,milliseconds
1480497084,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009193,0.037775,0.143306,0.178968,calls/second,milliseconds
1480497085,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009110,0.037775,0.143306,0.178968,calls/second,milliseconds
1480497086,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.009027,0.034755,0.140938,0.177976,calls/second,milliseconds
1480497087,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008947,0.034755,0.140938,0.177976,calls/second,milliseconds
1480497088,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008867,0.034755,0.140938,0.177976,calls/second,milliseconds
1480497089,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008790,0.034755,0.140938,0.177976,calls/second,milliseconds
1480497090,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008713,0.034755,0.140938,0.177976,calls/second,milliseconds
1480497091,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008638,0.031976,0.138608,0.176990,calls/second,milliseconds
